,loss,accuracy,val_loss,val_accuracy
0,1.8982120752334595,0.22727273404598236,5.384912967681885,0.3072916567325592
1,19.140901565551758,0.5454545617103577,5.712912082672119,0.3645833432674408
2,2.2915329933166504,0.8181818127632141,7.504034519195557,0.3177083432674408
3,5.0295796394348145,0.6818181872367859,9.524152755737305,0.3098958432674408
4,6.223881721496582,0.6363636255264282,11.196980476379395,0.3072916567325592
5,2.2378125190734863,0.8636363744735718,11.685135841369629,0.3151041567325592
6,1.7270828485488892,0.8636363744735718,12.3241605758667,0.3229166567325592
7,3.3069610595703125,0.8181818127632141,12.931389808654785,0.3125
8,3.797196388244629,0.8636363744735718,14.675063133239746,0.28125
9,0.18069931864738464,0.9090909361839294,15.3858060836792,0.3385416567325592
10,3.4337968826293945,0.9090909361839294,15.752758026123047,0.3151041567325592
11,4.950342655181885,0.8181818127632141,13.840933799743652,0.3463541567325592
12,3.1939284801483154,0.8181818127632141,11.76016616821289,0.3489583432674408
13,0.8266811370849609,0.9545454382896423,11.31440258026123,0.3671875
14,0.0,1.0,12.720341682434082,0.3463541567325592
15,1.5718472003936768,0.9545454382896423,13.251971244812012,0.3854166567325592
16,1.381259560585022,0.9545454382896423,13.779159545898438,0.375
17,3.9009644985198975,0.8636363744735718,13.333000183105469,0.3880208432674408
18,0.0028354378882795572,1.0,12.69897174835205,0.3880208432674408
19,0.19199468195438385,0.9545454382896423,12.319472312927246,0.3776041567325592
20,0.0,1.0,12.606673240661621,0.4140625
21,0.0,1.0,12.460843086242676,0.3958333432674408
22,0.0,1.0,12.881278038024902,0.4036458432674408
23,0.0,1.0,13.478520393371582,0.4244791567325592
24,0.0,1.0,12.900988578796387,0.3984375
25,2.531048059463501,0.9545454382896423,12.560845375061035,0.4270833432674408
26,0.0,1.0,12.57492446899414,0.4505208432674408
27,0.0,1.0,12.94206714630127,0.4296875
28,0.0,1.0,12.681866645812988,0.4557291567325592
29,0.0,1.0,12.885310173034668,0.4505208432674408
30,2.9476250347215682e-06,1.0,13.2714262008667,0.4635416567325592
31,0.0,1.0,12.463644981384277,0.4921875
32,0.0,1.0,12.160550117492676,0.4765625
33,0.0,1.0,13.18732738494873,0.4947916567325592
34,0.0,1.0,12.012263298034668,0.5078125
35,0.0,1.0,12.415905952453613,0.515625
36,0.0,1.0,12.70892333984375,0.5078125
37,1.0295336494436924e-07,1.0,12.524100303649902,0.5130208134651184
38,0.0,1.0,12.793983459472656,0.5234375
39,0.0,1.0,13.163020133972168,0.4765625
40,2.492550947863492e-07,1.0,12.882827758789062,0.515625
41,0.0,1.0,14.301098823547363,0.5
42,0.0,1.0,14.061293601989746,0.4895833432674408
43,7.369242780441709e-07,1.0,15.419872283935547,0.4661458432674408
44,3.793021718934142e-08,1.0,15.220062255859375,0.4557291567325592
45,0.596576452255249,0.9545454382896423,15.752598762512207,0.4661458432674408
46,0.0,1.0,15.975068092346191,0.453125
47,0.0,1.0,15.235255241394043,0.46875
48,3.8574922655243427e-05,1.0,16.5804443359375,0.4375
49,0.0040095797739923,1.0,16.961149215698242,0.453125
50,3.11023109134112e-06,1.0,16.456199645996094,0.453125
51,0.0,1.0,18.310056686401367,0.4557291567325592
52,0.0,1.0,18.907907485961914,0.4348958432674408
53,0.0,1.0,20.47809410095215,0.4348958432674408
54,0.6728872060775757,0.9090909361839294,18.242525100708008,0.4244791567325592
55,0.0,1.0,18.736379623413086,0.4244791567325592
56,0.0,1.0,18.4583683013916,0.40625
57,0.0,1.0,19.972482681274414,0.3645833432674408
58,0.2268667370080948,0.9545454382896423,19.723163604736328,0.375
