,loss,accuracy,val_loss,val_accuracy
0,1.384581446647644,0.3181818127632141,4.091187000274658,0.3385416567325592
1,3.8311784267425537,0.3636363744735718,2.5573384761810303,0.2916666567325592
2,2.5538363456726074,0.27272728085517883,1.404954433441162,0.265625
3,1.3988028764724731,0.27272728085517883,1.3196319341659546,0.265625
4,1.3136565685272217,0.27272728085517883,1.1955879926681519,0.5390625
5,1.1765061616897583,0.5454545617103577,1.1182063817977905,0.5416666865348816
6,1.0723671913146973,0.5909090638160706,1.9306707382202148,0.265625
7,1.9360928535461426,0.27272728085517883,1.4476858377456665,0.3411458432674408
8,1.3225959539413452,0.40909090638160706,1.4880242347717285,0.3229166567325592
9,1.386666178703308,0.5,1.3257900476455688,0.2916666567325592
10,1.2600610256195068,0.40909090638160706,1.2582987546920776,0.3411458432674408
11,1.1920902729034424,0.40909090638160706,1.2560511827468872,0.3619791567325592
12,1.1934319734573364,0.40909090638160706,1.2453364133834839,0.4088541567325592
