,loss,accuracy,val_loss,val_accuracy
0,1.3748233318328857,0.3636363744735718,5.310471057891846,0.3385416567325592
1,5.153970241546631,0.3636363744735718,1.3423410654067993,0.2916666567325592
2,1.3367735147476196,0.27272728085517883,1.3704770803451538,0.2916666567325592
3,1.3638495206832886,0.27272728085517883,1.3411270380020142,0.2916666567325592
4,1.3261336088180542,0.27272728085517883,1.290212631225586,0.3854166567325592
5,1.2526799440383911,0.40909090638160706,1.2740912437438965,0.3385416567325592
6,1.1926277875900269,0.40909090638160706,1.3286772966384888,0.4192708432674408
7,1.252625584602356,0.40909090638160706,1.315909743309021,0.3385416567325592
8,1.083763599395752,0.40909090638160706,1.2128547430038452,0.28125
9,0.927833616733551,0.6363636255264282,1.2000802755355835,0.3515625
10,0.7520828247070312,0.8636363744735718,1.7770938873291016,0.3854166567325592
11,0.846451997756958,0.5909090638160706,2.095796585083008,0.3489583432674408
12,1.1877368688583374,0.6363636255264282,1.272252082824707,0.4088541567325592
13,0.3961425721645355,0.9090909361839294,1.7076759338378906,0.4453125
14,0.46873271465301514,0.7727272510528564,1.6483262777328491,0.4114583432674408
15,0.25919219851493835,0.9545454382896423,1.7968190908432007,0.3567708432674408
16,0.4174880087375641,0.8636363744735718,1.5856844186782837,0.4401041567325592
17,0.10118965804576874,1.0,2.021681070327759,0.4375
18,0.1165965124964714,0.9545454382896423,2.0674684047698975,0.4713541567325592
19,0.06293217837810516,1.0,1.7810711860656738,0.4609375
20,0.007570405025035143,1.0,1.7715848684310913,0.4635416567325592
21,0.0035177720710635185,1.0,2.0885822772979736,0.484375
22,0.016280097886919975,1.0,2.42824387550354,0.4817708432674408
23,0.02585482783615589,1.0,2.502784252166748,0.4817708432674408
24,0.0028308769688010216,1.0,2.6017162799835205,0.484375
25,0.0001572491746628657,1.0,2.767610549926758,0.4869791567325592
26,1.6027692254283465e-05,1.0,2.9891319274902344,0.4921875
27,5.700302608602215e-06,1.0,3.2563250064849854,0.4791666567325592
28,3.803818799497094e-06,1.0,3.5566213130950928,0.484375
29,3.21319316753943e-06,1.0,3.8791446685791016,0.4921875
30,3.0181201964296633e-06,1.0,4.216091632843018,0.4817708432674408
31,3.039786633962649e-06,1.0,4.560366630554199,0.4869791567325592
32,3.1589852369506843e-06,1.0,4.907020568847656,0.4817708432674408
33,3.364877329659066e-06,1.0,5.252164363861084,0.4869791567325592
34,3.614114575611893e-06,1.0,5.590534210205078,0.4947916567325592
35,3.890441348630702e-06,1.0,5.918181896209717,0.5
36,4.172185526840622e-06,1.0,6.232588291168213,0.4973958432674408
37,4.405164872878231e-06,1.0,6.532491683959961,0.5026041865348816
38,4.5677070374949835e-06,1.0,6.816442012786865,0.5026041865348816
39,4.643560259864898e-06,1.0,7.0841288566589355,0.5
40,4.611052190739429e-06,1.0,7.335302829742432,0.4973958432674408
41,4.4539283408084884e-06,1.0,7.570133209228516,0.4947916567325592
42,4.204694960208144e-06,1.0,7.788952350616455,0.4973958432674408
43,3.8850243981869426e-06,1.0,7.992067813873291,0.4973958432674408
44,3.5436787584330887e-06,1.0,8.18004322052002,0.4947916567325592
45,3.1914923965814523e-06,1.0,8.35349178314209,0.4947916567325592
46,2.893485543609131e-06,1.0,8.512863159179688,0.4947916567325592
47,2.6442412490723655e-06,1.0,8.658735275268555,0.5
48,2.460014911775943e-06,1.0,8.791705131530762,0.4973958432674408
49,2.3516445253335405e-06,1.0,8.912213325500488,0.5
50,2.2866204290039605e-06,1.0,9.02089786529541,0.5
51,2.259524990222417e-06,1.0,9.118557929992676,0.5
52,2.254103264931473e-06,1.0,9.205788612365723,0.5
53,2.2540998543263413e-06,1.0,9.283221244812012,0.5
54,2.254097580589587e-06,1.0,9.35147476196289,0.5
